學年度,設立別,學程別,群科別,畢業生人數,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
110,私立,實用技能學程,設計群,74,0,0,4,0,0,0,0,0,0,5.405405405,0,0,0,0
110,私立,實用技能學程,農業群,85,0,0,2,0,0,0,0,0,0,2.352941176,0,0,0,0
110,私立,實用技能學程,食品群,202,0,5,12,0,1,0,2,0,2.475247525,5.940594059,0,0.495049505,0,0.99009901
110,私立,實用技能學程,餐旅群,2320,7,67,137,8,4,1,12,0.301724138,2.887931034,5.905172414,0.344827586,0.172413793,0.043103448,0.517241379
110,私立,實用技能學程,藝術群,102,7,0,2,0,0,0,0,6.862745098,0,1.960784314,0,0,0,0
110,私立,實用技能學程,美容造型群,591,2,0,39,1,2,1,2,0.338409475,0,6.598984772,0.169204738,0.338409475,0.169204738,0.338409475
110,私立,進修部,學術群,117,0,2,0,0,0,0,39,0,1.709401709,0,0,0,0,33.33333333
110,私立,進修部,機械群,63,0,4,0,0,0,0,0,0,6.349206349,0,0,0,0,0
110,私立,進修部,動力機械群,255,0,9,15,1,0,0,1,0,3.529411765,5.882352941,0.392156863,0,0,0.392156863
110,私立,進修部,電機與電子群,131,2,4,5,1,1,0,1,1.526717557,3.053435115,3.816793893,0.763358779,0.763358779,0,0.763358779
110,私立,進修部,商業與管理群,1063,3,19,70,3,4,2,41,0.282220132,1.787394167,6.585136406,0.282220132,0.376293509,0.188146754,3.857008467
110,私立,進修部,外語群,144,0,3,3,1,0,0,4,0,2.083333333,2.083333333,0.694444444,0,0,2.777777778
110,私立,進修部,設計群,217,1,1,2,2,3,1,7,0.460829493,0.460829493,0.921658986,0.921658986,1.382488479,0.460829493,3.225806452
110,私立,進修部,家政群,697,4,5,30,0,3,0,4,0.573888092,0.717360115,4.304160689,0,0.430416069,0,0.573888092
110,私立,進修部,餐旅群,2280,9,53,82,11,13,4,16,0.394736842,2.324561404,3.596491228,0.48245614,0.570175439,0.175438596,0.701754386
110,私立,進修部,藝術群,71,0,2,1,0,3,0,0,0,2.816901408,1.408450704,0,4.225352113,0,0
