"學年度","設立別","學程別","群科別","畢業生人數","農_林_漁_牧業人數","礦業及土石採取業人數","製造業人數","電力及燃氣供應業人數","用水供應及污染整治業人數","營建工程業人數","批發及零售業人數","運輸及倉儲業人數","住宿及餐飲業人數","出版影音及資通訊業人數","金融及保險業人數","不動產業人數","專業_科學及技術服務業人數","支援服務業人數","公共行政及國防_強制性社會安全人數","教育業人數","醫療保健及社會工作服務業人數","藝術_娛樂及休閒服務業人數","其他服務業人數","就業率","農_林_漁_牧業比率","礦業及土石採取業比率","製造業比率","電力及燃氣供應業比率","用水供應及污染整治業比率","營建工程業比率","批發及零售業比率","運輸及倉儲業比率","住宿及餐飲業比率","出版影音及資通訊業比率","金融及保險業比率","不動產業比率","專業_科學及技術服務業比率","支援服務業比率","公共行政及國防_強制性社會安全比率","教育業比率","醫療保健及社會工作服務業比率","藝術_娛樂及休閒服務業比率","其他服務業比率"
110,縣市立,進修部,機械群,138,0,0,27,0,0,4,12,8,11,0,1,0,1,0,1,0,0,3,1,50,0,0,19.5652173913043,0,0,2.89855072463768,8.69565217391304,5.79710144927536,7.97101449275362,0,0.72463768115942,0,0.72463768115942,0,0.72463768115942,0,0,2.17391304347826,0.72463768115942
110,縣市立,進修部,動力機械群,123,0,0,11,1,0,4,13,5,7,0,0,0,4,5,1,0,0,6,6,51.219512195122,0,0,8.94308943089431,0.813008130081301,0,3.2520325203252,10.5691056910569,4.0650406504065,5.69105691056911,0,0,0,3.2520325203252,4.0650406504065,0.813008130081301,0,0,4.8780487804878,4.8780487804878
110,縣市立,進修部,電機與電子群,190,2,0,25,4,0,8,3,8,10,1,2,0,4,7,1,0,2,12,6,50,1.05263157894737,0,13.1578947368421,2.10526315789474,0,4.21052631578947,1.57894736842105,4.21052631578947,5.26315789473684,0.526315789473684,1.05263157894737,0,2.10526315789474,3.68421052631579,0.526315789473684,0,1.05263157894737,6.31578947368421,3.15789473684211
110,縣市立,進修部,化工群,12,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,58.3333333333333,0,0,8.33333333333333,0,0,0,25,0,16.6666666666667,0,0,0,0,0,0,0,0,0,8.33333333333333
110,縣市立,進修部,土木與建築群,43,0,0,2,0,0,8,0,0,1,0,0,1,1,1,0,0,0,2,4,46.5116279069767,0,0,4.65116279069767,0,0,18.6046511627907,0,0,2.32558139534884,0,0,2.32558139534884,2.32558139534884,2.32558139534884,0,0,0,4.65116279069767,9.30232558139535
110,縣市立,進修部,商業與管理群,229,0,0,7,0,0,3,18,1,18,0,1,0,0,5,0,0,1,8,5,29.2576419213974,0,0,3.05676855895197,0,0,1.31004366812227,7.86026200873363,0.436681222707424,7.86026200873363,0,0.436681222707424,0,0,2.18340611353712,0,0,0.436681222707424,3.49344978165939,2.18340611353712
110,縣市立,進修部,外語群,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,進修部,設計群,38,0,0,5,0,0,3,3,2,2,0,0,1,2,0,0,0,0,0,0,47.3684210526316,0,0,13.1578947368421,0,0,7.89473684210526,7.89473684210526,5.26315789473684,5.26315789473684,0,0,2.63157894736842,5.26315789473684,0,0,0,0,0,0
110,縣市立,進修部,食品群,30,2,0,3,1,0,1,1,0,2,0,0,1,1,2,0,0,1,1,2,60,6.66666666666667,0,10,3.33333333333333,0,3.33333333333333,3.33333333333333,0,6.66666666666667,0,0,3.33333333333333,3.33333333333333,6.66666666666667,0,0,3.33333333333333,3.33333333333333,6.66666666666667
110,縣市立,進修部,家政群,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,進修部,餐旅群,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,8.33333333333333,0,41.6666666666667,0,0,0,0,0,0,0,0,0,0
110,私立,普通科,學術群,21239,3,0,10,1,1,12,13,5,51,0,0,2,15,17,39,3,1,8,16,0.927538961344696,0.0141249588022035,0,0.047083196007345,0.0047083196007345,0.0047083196007345,0.056499835208814,0.0612081548095485,0.0235415980036725,0.240124299637459,0,0,0.009416639201469,0.0706247940110175,0.0800414332124865,0.183624464428645,0.0141249588022035,0.0047083196007345,0.037666556805876,0.075333113611752
110,私立,專業群科,機械群,998,1,0,63,2,3,17,4,3,14,0,1,0,9,1,23,0,0,0,10,15.1302605210421,0.100200400801603,0,6.312625250501,0.200400801603206,0.30060120240481,1.70340681362725,0.400801603206413,0.30060120240481,1.40280561122245,0,0.100200400801603,0,0.901803607214429,0.100200400801603,2.30460921843687,0,0,0,1.00200400801603
110,私立,專業群科,動力機械群,2474,16,3,130,3,1,47,30,65,97,2,0,0,149,27,138,0,0,7,65,31.5278900565885,0.646725949878739,0.121261115602264,5.25464834276475,0.121261115602264,0.0404203718674212,1.8997574777688,1.21261115602264,2.62732417138238,3.92077607113985,0.0808407437348424,0,0,6.02263540824576,1.09135004042037,5.57801131770412,0,0,0.282942603071948,2.62732417138238
110,私立,專業群科,電機與電子群,4521,11,1,128,19,1,50,35,18,62,17,0,5,40,25,67,0,2,8,51,11.9442601194426,0.24330900243309,0.02211900022119,2.83123202831232,0.42026100420261,0.02211900022119,1.1059500110595,0.77416500774165,0.39814200398142,1.37137801371378,0.37602300376023,0,0.11059500110595,0.8847600088476,0.55297500552975,1.48197301481973,0,0.04423800044238,0.17695200176952,1.12806901128069
110,私立,專業群科,土木與建築群,100,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,專業群科,商業與管理群,4603,6,1,37,1,0,13,44,12,84,30,1,0,15,19,39,0,0,6,60,7.99478600912448,0.130349771887899,0.0217249619813165,0.803823593308712,0.0217249619813165,0,0.282424505757115,0.955898327177927,0.260699543775798,1.82489680643059,0.651748859439496,0.0217249619813165,0,0.325874429719748,0.412774277645014,0.847273517271345,0,0,0.130349771887899,1.30349771887899
110,私立,專業群科,外語群,3093,2,1,11,1,0,4,6,2,33,1,0,0,9,8,14,0,0,11,15,3.81506627869382,0.0646621403168445,0.0323310701584222,0.355641771742645,0.0323310701584222,0,0.129324280633689,0.193986420950533,0.0646621403168445,1.06692531522793,0.0323310701584222,0,0,0.2909796314258,0.258648561267378,0.452634982217911,0,0,0.355641771742645,0.484966052376334
110,私立,專業群科,設計群,3620,2,1,4,0,0,15,27,4,72,6,2,0,20,15,38,0,4,18,35,7.26519337016575,0.0552486187845304,0.0276243093922652,0.110497237569061,0,0,0.414364640883978,0.74585635359116,0.110497237569061,1.98895027624309,0.165745856353591,0.0552486187845304,0,0.552486187845304,0.414364640883978,1.04972375690608,0,0.110497237569061,0.497237569060773,0.966850828729282
110,私立,專業群科,農業群,43,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9.30232558139535,2.32558139534884,0,0,0,0,0,2.32558139534884,0,0,0,0,0,0,2.32558139534884,2.32558139534884,0,0,0,0
110,私立,專業群科,食品群,153,0,0,3,0,0,0,4,0,15,0,0,0,4,1,4,0,0,2,1,22.2222222222222,0,0,1.96078431372549,0,0,0,2.61437908496732,0,9.80392156862745,0,0,0,2.61437908496732,0.65359477124183,2.61437908496732,0,0,1.30718954248366,0.65359477124183
110,私立,專業群科,家政群,3675,7,0,28,3,5,7,71,6,160,3,2,18,153,54,28,23,26,79,264,25.4965986394558,0.19047619047619,0,0.761904761904762,0.0816326530612245,0.136054421768707,0.19047619047619,1.93197278911565,0.163265306122449,4.35374149659864,0.0816326530612245,0.054421768707483,0.489795918367347,4.16326530612245,1.46938775510204,0.761904761904762,0.625850340136054,0.707482993197279,2.14965986394558,7.18367346938776
110,私立,專業群科,餐旅群,9340,32,4,108,14,2,71,171,40,1348,2,4,3,42,28,172,3,10,81,156,24.5289079229122,0.342612419700214,0.0428265524625268,1.15631691648822,0.149892933618844,0.0214132762312634,0.76017130620985,1.83083511777302,0.428265524625268,14.4325481798715,0.0214132762312634,0.0428265524625268,0.0321199143468951,0.449678800856531,0.299785867237687,1.84154175588865,0.0321199143468951,0.107066381156317,0.867237687366167,1.67023554603854
110,私立,專業群科,海事群,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11.1111111111111,0,0,0,0,0,0,0,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0
110,私立,專業群科,藝術群,1904,0,0,4,1,0,4,9,14,80,8,5,0,2,2,2,1,1,63,19,11.2920168067227,0,0,0.210084033613445,0.0525210084033613,0,0.210084033613445,0.472689075630252,0.735294117647059,4.20168067226891,0.420168067226891,0.262605042016807,0,0.105042016806723,0.105042016806723,0.105042016806723,0.0525210084033613,0.0525210084033613,3.30882352941176,0.997899159663865
110,私立,專業群科,服務群,270,7,1,7,0,0,4,14,5,33,0,0,0,3,21,0,0,3,1,52,55.9259259259259,2.59259259259259,0.37037037037037,2.59259259259259,0,0,1.48148148148148,5.18518518518519,1.85185185185185,12.2222222222222,0,0,0,1.11111111111111,7.77777777777778,0,0,1.11111111111111,0.37037037037037,19.2592592592593
110,私立,綜合高中,學術群,539,1,0,0,1,0,1,0,0,9,0,0,0,1,0,7,0,0,1,9,5.56586270871985,0.185528756957328,0,0,0.185528756957328,0,0.185528756957328,0,0,1.66975881261596,0,0,0,0.185528756957328,0,1.2987012987013,0,0,0.185528756957328,1.66975881261596
110,私立,綜合高中,電機與電子群,179,1,0,2,0,0,3,0,0,1,0,0,0,0,0,28,0,0,6,3,24.5810055865922,0.558659217877095,0,1.11731843575419,0,0,1.67597765363128,0,0,0.558659217877095,0,0,0,0,0,15.6424581005587,0,0,3.35195530726257,1.67597765363128
110,私立,綜合高中,化工群,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,綜合高中,商業與管理群,288,2,0,0,0,0,3,0,0,17,0,0,0,0,1,2,0,0,1,5,10.7638888888889,0.694444444444444,0,0,0,0,1.04166666666667,0,0,5.90277777777778,0,0,0,0,0.347222222222222,0.694444444444444,0,0,0.347222222222222,1.73611111111111
110,私立,綜合高中,外語群,202,0,0,4,1,0,0,0,0,7,0,0,1,0,0,3,0,0,0,4,9.9009900990099,0,0,1.98019801980198,0.495049504950495,0,0,0,0,3.46534653465347,0,0,0.495049504950495,0,0,1.48514851485149,0,0,0,1.98019801980198
110,私立,綜合高中,設計群,65,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.15384615384615,1.53846153846154,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,1.53846153846154,1.53846153846154
110,私立,綜合高中,家政群,117,0,0,1,0,0,0,1,0,8,0,0,0,0,1,1,1,0,1,2,13.6752136752137,0,0,0.854700854700855,0,0,0,0.854700854700855,0,6.83760683760684,0,0,0,0,0.854700854700855,0.854700854700855,0.854700854700855,0,0.854700854700855,1.70940170940171
110,私立,綜合高中,餐旅群,203,0,0,2,0,0,2,4,0,11,0,0,0,0,0,33,0,0,0,1,26.1083743842365,0,0,0.985221674876847,0,0,0.985221674876847,1.97044334975369,0,5.41871921182266,0,0,0,0,0,16.256157635468,0,0,0,0.492610837438424
110,私立,綜合高中,綜合,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,19.047619047619,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,0,0,9.52380952380952,0,0,0,4.76190476190476
110,私立,實用技能學程,機械群,68,1,0,20,0,1,4,3,1,2,0,0,0,0,0,1,0,0,0,0,48.5294117647059,1.47058823529412,0,29.4117647058824,0,1.47058823529412,5.88235294117647,4.41176470588235,1.47058823529412,2.94117647058824,0,0,0,0,0,1.47058823529412,0,0,0,0
110,私立,實用技能學程,動力機械群,770,17,2,68,3,4,35,34,39,40,1,2,2,117,16,24,0,0,2,42,58.1818181818182,2.20779220779221,0.25974025974026,8.83116883116883,0.38961038961039,0.519480519480519,4.54545454545455,4.41558441558442,5.06493506493507,5.19480519480519,0.12987012987013,0.25974025974026,0.25974025974026,15.1948051948052,2.07792207792208,3.11688311688312,0,0,0.25974025974026,5.45454545454545
110,私立,實用技能學程,電機與電子群,601,12,0,59,40,0,24,13,7,22,0,0,1,28,10,25,1,0,12,10,43.9267886855241,1.99667221297837,0,9.81697171381032,6.65557404326123,0,3.99334442595674,2.1630615640599,1.16472545757072,3.66056572379368,0,0,0.166389351081531,4.65890183028286,1.66389351081531,4.15973377703827,0.166389351081531,0,1.99667221297837,1.66389351081531
110,私立,實用技能學程,商業與管理群,295,2,0,1,1,1,6,17,4,21,1,0,0,7,0,1,0,1,1,5,23.3898305084746,0.677966101694915,0,0.338983050847458,0.338983050847458,0.338983050847458,2.03389830508475,5.76271186440678,1.35593220338983,7.11864406779661,0.338983050847458,0,0,2.3728813559322,0,0.338983050847458,0,0.338983050847458,0.338983050847458,1.69491525423729
110,私立,實用技能學程,設計群,74,0,0,0,0,0,2,1,0,6,0,0,0,2,0,2,1,0,0,0,18.9189189189189,0,0,0,0,0,2.7027027027027,1.35135135135135,0,8.10810810810811,0,0,0,2.7027027027027,0,2.7027027027027,1.35135135135135,0,0,0
110,私立,實用技能學程,農業群,85,0,0,0,0,0,0,1,1,4,0,0,0,11,0,0,0,2,12,2,38.8235294117647,0,0,0,0,0,0,1.17647058823529,1.17647058823529,4.70588235294118,0,0,0,12.9411764705882,0,0,0,2.35294117647059,14.1176470588235,2.35294117647059
110,私立,實用技能學程,食品群,202,0,0,7,0,0,0,5,0,24,0,0,0,0,0,5,0,0,0,2,21.2871287128713,0,0,3.46534653465347,0,0,0,2.47524752475248,0,11.8811881188119,0,0,0,0,0,2.47524752475248,0,0,0,0.99009900990099
110,私立,實用技能學程,餐旅群,2320,16,3,107,4,0,28,85,39,539,4,2,1,9,43,57,1,5,26,24,42.801724137931,0.689655172413793,0.129310344827586,4.61206896551724,0.172413793103448,0,1.20689655172414,3.66379310344828,1.68103448275862,23.2327586206897,0.172413793103448,0.0862068965517241,0.0431034482758621,0.387931034482759,1.85344827586207,2.45689655172414,0.0431034482758621,0.21551724137931,1.12068965517241,1.03448275862069
110,私立,實用技能學程,藝術群,102,1,0,0,0,0,0,3,0,0,0,4,0,1,0,2,0,0,1,1,12.7450980392157,0.980392156862745,0,0,0,0,0,2.94117647058824,0,0,0,3.92156862745098,0,0.980392156862745,0,1.96078431372549,0,0,0.980392156862745,0.980392156862745
110,私立,實用技能學程,美容造型群,591,2,0,5,1,0,1,18,4,45,2,1,0,44,4,4,0,1,38,140,52.4534686971235,0.338409475465313,0,0.846023688663283,0.169204737732657,0,0.169204737732657,3.04568527918782,0.676818950930626,7.61421319796954,0.338409475465313,0.169204737732657,0,7.44500846023689,0.676818950930626,0.676818950930626,0,0.169204737732657,6.42978003384095,23.6886632825719
110,私立,進修部,學術群,117,4,0,0,0,0,4,6,5,4,0,0,0,0,6,3,0,0,0,0,27.3504273504274,3.41880341880342,0,0,0,0,3.41880341880342,5.12820512820513,4.27350427350427,3.41880341880342,0,0,0,0,5.12820512820513,2.56410256410256,0,0,0,0
110,私立,進修部,機械群,63,0,1,6,0,0,6,4,1,4,0,0,0,2,8,2,0,2,3,0,61.9047619047619,0,1.58730158730159,9.52380952380952,0,0,9.52380952380952,6.34920634920635,1.58730158730159,6.34920634920635,0,0,0,3.17460317460317,12.6984126984127,3.17460317460317,0,3.17460317460317,4.76190476190476,0
110,私立,進修部,動力機械群,255,11,0,36,1,1,22,24,16,22,0,0,2,18,23,10,0,0,0,18,80,4.31372549019608,0,14.1176470588235,0.392156862745098,0.392156862745098,8.62745098039216,9.41176470588235,6.27450980392157,8.62745098039216,0,0,0.784313725490196,7.05882352941176,9.01960784313725,3.92156862745098,0,0,0,7.05882352941176
110,私立,進修部,電機與電子群,131,0,0,13,1,1,16,8,9,7,0,0,0,1,14,1,0,0,1,4,58.0152671755725,0,0,9.9236641221374,0.763358778625954,0.763358778625954,12.2137404580153,6.10687022900763,6.87022900763359,5.34351145038168,0,0,0,0.763358778625954,10.6870229007634,0.763358778625954,0,0,0.763358778625954,3.05343511450382
110,私立,進修部,商業與管理群,1063,12,5,121,18,0,40,67,57,97,9,9,13,35,68,10,1,13,27,70,63.2173095014111,1.12888052681091,0.470366886171214,11.3828786453434,1.69332079021637,0,3.76293508936971,6.30291627469426,5.36218250235183,9.12511759172154,0.846660395108184,0.846660395108184,1.22295390404516,3.29256820319849,6.3969896519285,0.940733772342427,0.0940733772342427,1.22295390404516,2.53998118532455,6.58513640639699
110,私立,進修部,外語群,144,0,0,2,0,0,2,11,0,7,1,0,1,1,22,3,1,1,11,3,45.8333333333333,0,0,1.38888888888889,0,0,1.38888888888889,7.63888888888889,0,4.86111111111111,0.694444444444444,0,0.694444444444444,0.694444444444444,15.2777777777778,2.08333333333333,0.694444444444444,0.694444444444444,7.63888888888889,2.08333333333333
110,私立,進修部,設計群,217,0,0,11,0,0,8,4,6,25,6,4,13,11,6,1,0,0,5,8,49.7695852534562,0,0,5.06912442396313,0,0,3.68663594470046,1.84331797235023,2.76497695852535,11.5207373271889,2.76497695852535,1.84331797235023,5.99078341013825,5.06912442396313,2.76497695852535,0.460829493087558,0,0,2.30414746543779,3.68663594470046
110,私立,進修部,家政群,697,1,0,13,0,0,3,51,26,66,1,0,3,96,14,2,4,3,20,119,60.545193687231,0.143472022955524,0,1.86513629842181,0,0,0.430416068866571,7.31707317073171,3.73027259684362,9.46915351506456,0.143472022955524,0,0.430416068866571,13.7733142037303,2.00860832137733,0.286944045911047,0.573888091822095,0.430416068866571,2.86944045911047,17.0731707317073
110,私立,進修部,餐旅群,2280,27,9,154,10,6,100,195,91,520,13,40,37,14,39,31,2,23,114,143,68.7719298245614,1.18421052631579,0.394736842105263,6.75438596491228,0.43859649122807,0.263157894736842,4.3859649122807,8.55263157894737,3.99122807017544,22.8070175438596,0.570175438596491,1.75438596491228,1.62280701754386,0.614035087719298,1.71052631578947,1.35964912280702,0.087719298245614,1.00877192982456,5,6.2719298245614
110,私立,進修部,藝術群,71,0,0,2,0,0,1,7,3,11,1,0,0,4,5,2,1,0,5,4,64.7887323943662,0,0,2.8169014084507,0,0,1.40845070422535,9.85915492957746,4.22535211267606,15.4929577464789,1.40845070422535,0,0,5.63380281690141,7.04225352112676,2.8169014084507,1.40845070422535,0,7.04225352112676,5.63380281690141
