"學年度","設立別","學程別","群科別","畢業生人數","農_林_漁_牧業人數","礦業及土石採取業人數","製造業人數","電力及燃氣供應業人數","用水供應及污染整治業人數","營建工程業人數","批發及零售業人數","運輸及倉儲業人數","住宿及餐飲業人數","出版影音及資通訊業人數","金融及保險業人數","不動產業人數","專業_科學及技術服務業人數","支援服務業人數","公共行政及國防_強制性社會安全人數","教育業人數","醫療保健及社會工作服務業人數","藝術_娛樂及休閒服務業人數","其他服務業人數","就業率","農_林_漁_牧業比率","礦業及土石採取業比率","製造業比率","電力及燃氣供應業比率","用水供應及污染整治業比率","營建工程業比率","批發及零售業比率","運輸及倉儲業比率","住宿及餐飲業比率","出版影音及資通訊業比率","金融及保險業比率","不動產業比率","專業_科學及技術服務業比率","支援服務業比率","公共行政及國防_強制性社會安全比率","教育業比率","醫療保健及社會工作服務業比率","藝術_娛樂及休閒服務業比率","其他服務業比率"
110,國立,專業群科,食品群,897,3,0,14,1,0,5,14,1,49,0,0,0,3,21,33,0,5,2,13,18.2831661092531,0.334448160535117,0,1.56075808249721,0.111482720178372,0,0.557413600891862,1.56075808249721,0.111482720178372,5.46265328874025,0,0,0,0.334448160535117,2.34113712374582,3.67892976588629,0,0.557413600891862,0.222965440356745,1.44927536231884
110,國立,專業群科,家政群,822,0,1,4,0,0,0,10,1,35,0,0,0,3,0,17,0,2,10,29,13.625304136253,0,0.121654501216545,0.48661800486618,0,0,0,1.21654501216545,0.121654501216545,4.25790754257908,0,0,0,0.364963503649635,0,2.06812652068127,0,0.24330900243309,1.21654501216545,3.52798053527981
110,國立,專業群科,餐旅群,1140,3,0,6,1,0,2,7,1,99,0,0,0,3,11,38,0,2,8,6,16.4035087719298,0.263157894736842,0,0.526315789473684,0.087719298245614,0,0.175438596491228,0.614035087719298,0.087719298245614,8.68421052631579,0,0,0,0.263157894736842,0.964912280701754,3.33333333333333,0,0.175438596491228,0.701754385964912,0.526315789473684
110,國立,專業群科,水產群,105,1,0,1,0,0,3,0,0,1,0,0,0,0,0,8,0,0,0,2,15.2380952380952,0.952380952380952,0,0.952380952380952,0,0,2.85714285714286,0,0,0.952380952380952,0,0,0,0,0,7.61904761904762,0,0,0,1.9047619047619
110,國立,專業群科,海事群,219,4,0,4,3,0,10,8,18,7,0,0,0,7,0,15,1,0,0,2,36.0730593607306,1.82648401826484,0,1.82648401826484,1.36986301369863,0,4.5662100456621,3.65296803652968,8.21917808219178,3.19634703196347,0,0,0,3.19634703196347,0,6.84931506849315,0.45662100456621,0,0,0.91324200913242
110,國立,專業群科,藝術群,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,11.5107913669065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719424460431655,0,8.63309352517986,2.15827338129496
110,國立,專業群科,服務群,567,23,1,58,8,0,12,42,10,100,0,0,0,11,27,3,0,8,15,38,62.7865961199294,4.05643738977072,0.17636684303351,10.2292768959436,1.41093474426808,0,2.11640211640212,7.40740740740741,1.7636684303351,17.636684303351,0,0,0,1.94003527336861,4.76190476190476,0.529100529100529,0,1.41093474426808,2.64550264550265,6.70194003527337
110,國立,綜合高中,學術群,2819,0,0,1,0,0,2,5,0,6,0,0,0,0,9,29,0,0,1,3,1.98652004256829,0,0,0.0354735721887194,0,0,0.0709471443774388,0.177367860943597,0,0.212841433132316,0,0,0,0,0.319262149698475,1.02873359347286,0,0,0.0354735721887194,0.106420716566158
110,國立,綜合高中,機械群,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6.15384615384615,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,4.61538461538462
110,國立,綜合高中,電機與電子群,122,1,0,0,0,0,1,2,0,4,0,0,0,1,1,0,0,0,0,1,9.01639344262295,0.819672131147541,0,0,0,0,0.819672131147541,1.63934426229508,0,3.27868852459016,0,0,0,0.819672131147541,0.819672131147541,0,0,0,0,0.819672131147541
110,國立,綜合高中,化工群,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17391304347826,0,0,0,0,0,2.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0
110,國立,綜合高中,土木與建築群,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,國立,綜合高中,商業與管理群,316,0,0,3,1,0,1,2,0,0,0,0,0,0,1,6,0,0,0,0,4.43037974683544,0,0,0.949367088607595,0.316455696202532,0,0.316455696202532,0.632911392405063,0,0,0,0,0,0,0.316455696202532,1.89873417721519,0,0,0,0
110,國立,綜合高中,外語群,110,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,1,0,1,0,7.27272727272727,0,0,0.909090909090909,0,0,0,0.909090909090909,0,1.81818181818182,0,0,0,0,1.81818181818182,0,0.909090909090909,0,0.909090909090909,0
110,國立,綜合高中,設計群,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,國立,綜合高中,農業群,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81818181818182,0,0,0,0
110,國立,綜合高中,食品群,75,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,1.33333333333333,1.33333333333333,0,0,0,0
110,國立,綜合高中,餐旅群,117,0,0,0,0,1,2,1,0,3,0,0,0,0,0,2,0,0,0,0,7.69230769230769,0,0,0,0,0.854700854700855,1.70940170940171,0.854700854700855,0,2.56410256410256,0,0,0,0,0,1.70940170940171,0,0,0,0
110,國立,綜合高中,水產群,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,國立,綜合高中,綜合,60,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,8.33333333333333,0,0,0,0,0,0,5,0,1.66666666666667,0,0,0,0,0,1.66666666666667,0,0,0,0
110,國立,實用技能學程,機械群,290,6,0,14,0,0,2,2,0,5,1,0,0,5,3,3,0,0,0,1,14.4827586206897,2.06896551724138,0,4.82758620689655,0,0,0.689655172413793,0.689655172413793,0,1.72413793103448,0.344827586206897,0,0,1.72413793103448,1.03448275862069,1.03448275862069,0,0,0,0.344827586206897
110,國立,實用技能學程,動力機械群,111,4,0,3,0,0,5,0,1,1,1,0,0,9,3,5,0,0,0,2,30.6306306306306,3.6036036036036,0,2.7027027027027,0,0,4.5045045045045,0,0.900900900900901,0.900900900900901,0.900900900900901,0,0,8.10810810810811,2.7027027027027,4.5045045045045,0,0,0,1.8018018018018
110,國立,實用技能學程,電機與電子群,212,6,0,28,5,0,3,4,2,6,0,0,0,3,0,9,0,1,2,7,35.8490566037736,2.83018867924528,0,13.2075471698113,2.35849056603774,0,1.41509433962264,1.88679245283019,0.943396226415094,2.83018867924528,0,0,0,1.41509433962264,0,4.24528301886792,0,0.471698113207547,0.943396226415094,3.30188679245283
110,國立,實用技能學程,土木與建築群,52,0,0,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,21.1538461538462,0,0,3.84615384615385,0,0,13.4615384615385,0,0,1.92307692307692,0,0,0,0,0,0,0,0,0,1.92307692307692
110,國立,實用技能學程,商業與管理群,228,1,0,3,2,0,2,5,1,9,0,1,0,6,2,3,0,10,1,1,20.6140350877193,0.43859649122807,0,1.31578947368421,0.87719298245614,0,0.87719298245614,2.19298245614035,0.43859649122807,3.94736842105263,0,0.43859649122807,0,2.63157894736842,0.87719298245614,1.31578947368421,0,4.3859649122807,0.43859649122807,0.43859649122807
110,國立,實用技能學程,設計群,87,0,0,0,0,0,0,1,0,4,0,0,0,0,2,3,0,0,0,5,17.2413793103448,0,0,0,0,0,0,1.14942528735632,0,4.59770114942529,0,0,0,0,2.29885057471264,3.44827586206897,0,0,0,5.74712643678161
110,國立,實用技能學程,農業群,116,5,0,6,0,0,1,5,0,4,0,0,0,0,1,2,0,0,1,0,21.551724137931,4.31034482758621,0,5.17241379310345,0,0,0.862068965517241,4.31034482758621,0,3.44827586206897,0,0,0,0,0.862068965517241,1.72413793103448,0,0,0.862068965517241,0
110,國立,實用技能學程,食品群,166,3,0,11,0,0,0,10,0,29,0,1,0,1,6,5,0,1,0,8,45.1807228915663,1.80722891566265,0,6.62650602409639,0,0,0,6.02409638554217,0,17.4698795180723,0,0.602409638554217,0,0.602409638554217,3.6144578313253,3.01204819277108,0,0.602409638554217,0,4.81927710843374
110,國立,實用技能學程,餐旅群,276,2,1,5,2,0,2,2,0,40,0,0,0,1,4,5,0,0,3,5,26.0869565217391,0.72463768115942,0.36231884057971,1.81159420289855,0.72463768115942,0,0.72463768115942,0.72463768115942,0,14.4927536231884,0,0,0,0.36231884057971,1.44927536231884,1.81159420289855,0,0,1.08695652173913,1.81159420289855
110,國立,實用技能學程,水產群,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,45.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,45.4545454545455,0,0,0,0,0,0
110,國立,實用技能學程,海事群,16,1,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,56.25,6.25,0,0,0,0,0,18.75,12.5,6.25,0,0,0,6.25,0,6.25,0,0,0,0
110,國立,實用技能學程,美容造型群,127,1,0,1,0,0,0,1,0,12,0,0,0,5,0,4,0,0,20,8,40.9448818897638,0.78740157480315,0,0.78740157480315,0,0,0,0.78740157480315,0,9.44881889763779,0,0,0,3.93700787401575,0,3.1496062992126,0,0,15.748031496063,6.2992125984252
110,國立,進修部,學術群,77,1,0,4,0,0,6,5,0,7,0,0,0,0,0,1,2,1,0,1,36.3636363636364,1.2987012987013,0,5.19480519480519,0,0,7.79220779220779,6.49350649350649,0,9.09090909090909,0,0,0,0,0,1.2987012987013,2.5974025974026,1.2987012987013,0,1.2987012987013
110,國立,進修部,機械群,207,12,0,48,2,1,7,5,3,13,1,0,0,10,3,1,0,3,4,9,58.9371980676328,5.79710144927536,0,23.1884057971014,0.966183574879227,0.483091787439614,3.38164251207729,2.41545893719807,1.44927536231884,6.28019323671498,0.483091787439614,0,0,4.83091787439614,1.44927536231884,0.483091787439614,0,1.44927536231884,1.93236714975845,4.34782608695652
110,國立,進修部,動力機械群,84,0,0,8,1,0,7,4,2,4,0,1,0,6,1,4,0,0,1,11,59.5238095238095,0,0,9.52380952380952,1.19047619047619,0,8.33333333333333,4.76190476190476,2.38095238095238,4.76190476190476,0,1.19047619047619,0,7.14285714285714,1.19047619047619,4.76190476190476,0,0,1.19047619047619,13.0952380952381
110,國立,進修部,電機與電子群,223,5,0,26,0,0,11,4,6,24,1,1,0,6,10,8,0,1,1,15,53.3632286995516,2.24215246636771,0,11.6591928251121,0,0,4.93273542600897,1.79372197309417,2.69058295964126,10.762331838565,0.448430493273543,0.448430493273543,0,2.69058295964126,4.48430493273543,3.58744394618834,0,0.448430493273543,0.448430493273543,6.72645739910314
110,國立,進修部,化工群,15,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,5,66.6666666666667,0,0,6.66666666666667,0,0,13.3333333333333,0,0,6.66666666666667,0,0,0,0,6.66666666666667,0,0,0,0,33.3333333333333
110,國立,進修部,土木與建築群,35,0,0,0,0,0,7,1,0,2,1,0,0,1,1,1,0,0,0,6,57.1428571428571,0,0,0,0,0,20,2.85714285714286,0,5.71428571428571,2.85714285714286,0,0,2.85714285714286,2.85714285714286,2.85714285714286,0,0,0,17.1428571428571
110,國立,進修部,商業與管理群,562,13,4,31,6,2,20,35,16,60,2,9,4,9,6,16,1,12,32,32,55.1601423487544,2.31316725978648,0.711743772241993,5.51601423487545,1.06761565836299,0.355871886120996,3.55871886120996,6.22775800711744,2.84697508896797,10.6761565836299,0.355871886120996,1.60142348754448,0.711743772241993,1.60142348754448,1.06761565836299,2.84697508896797,0.177935943060498,2.13523131672598,5.69395017793594,5.69395017793594
110,國立,進修部,設計群,94,2,0,8,1,0,9,4,0,8,0,0,0,3,0,1,2,0,1,6,47.8723404255319,2.12765957446809,0,8.51063829787234,1.06382978723404,0,9.57446808510638,4.25531914893617,0,8.51063829787234,0,0,0,3.19148936170213,0,1.06382978723404,2.12765957446809,0,1.06382978723404,6.38297872340426
110,國立,進修部,農業群,36,1,0,4,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,44.4444444444444,2.77777777777778,0,11.1111111111111,0,0,5.55555555555556,11.1111111111111,0,13.8888888888889,0,0,0,0,0,0,0,0,0,0
110,國立,進修部,食品群,90,7,0,8,2,0,1,0,1,7,0,0,0,1,3,0,0,8,3,6,52.2222222222222,7.77777777777778,0,8.88888888888889,2.22222222222222,0,1.11111111111111,0,1.11111111111111,7.77777777777778,0,0,0,1.11111111111111,3.33333333333333,0,0,8.88888888888889,3.33333333333333,6.66666666666667
110,國立,進修部,家政群,95,0,0,0,0,0,1,4,4,21,0,1,0,0,16,1,0,7,1,3,62.1052631578947,0,0,0,0,0,1.05263157894737,4.21052631578947,4.21052631578947,22.1052631578947,0,1.05263157894737,0,0,16.8421052631579,1.05263157894737,0,7.36842105263158,1.05263157894737,3.15789473684211
110,國立,進修部,餐旅群,113,4,0,6,0,0,9,8,1,20,0,2,0,4,3,4,0,3,3,6,64.6017699115044,3.53982300884956,0,5.30973451327434,0,0,7.9646017699115,7.07964601769912,0.884955752212389,17.6991150442478,0,1.76991150442478,0,3.53982300884956,2.65486725663717,3.53982300884956,0,2.65486725663717,2.65486725663717,5.30973451327434
110,縣市立,普通科,學術群,44368,10,10,15,1,1,29,36,10,97,0,1,1,9,24,136,5,2,10,49,1.00522899386946,0.0225387666786873,0.0225387666786873,0.033808150018031,0.00225387666786873,0.00225387666786873,0.0653624233681933,0.0811395600432744,0.0225387666786873,0.218626036783267,0,0.00225387666786873,0.00225387666786873,0.0202848900108186,0.0540930400288496,0.306527226830148,0.0112693833393437,0.00450775333573747,0.0225387666786873,0.110439956725568
110,縣市立,專業群科,機械群,1962,3,0,60,11,1,4,2,2,11,1,0,0,4,12,19,0,1,0,18,7.59429153924567,0.152905198776758,0,3.05810397553517,0.560652395514781,0.0509683995922528,0.203873598369011,0.101936799184506,0.101936799184506,0.560652395514781,0.0509683995922528,0,0,0.203873598369011,0.611620795107034,0.968399592252803,0,0.0509683995922528,0,0.917431192660551
110,縣市立,專業群科,動力機械群,649,0,0,7,0,1,1,0,1,4,0,0,0,6,2,5,0,0,0,13,6.1633281972265,0,0,1.07858243451464,0,0.154083204930663,0.154083204930663,0,0.154083204930663,0.61633281972265,0,0,0,0.924499229583975,0.308166409861325,0.770416024653313,0,0,0,2.00308166409861
110,縣市立,專業群科,電機與電子群,3234,0,0,22,8,5,1,1,2,5,1,0,0,6,3,5,0,0,0,13,2.22634508348794,0,0,0.680272108843537,0.247371675943105,0.15460729746444,0.0309214594928881,0.0309214594928881,0.0618429189857761,0.15460729746444,0.0309214594928881,0,0,0.185528756957328,0.0927643784786642,0.15460729746444,0,0,0,0.401978973407545
110,縣市立,專業群科,化工群,465,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1.72043010752688,0,0,0.645161290322581,0,0,0,0,0,0.645161290322581,0.21505376344086,0,0,0,0,0,0,0,0,0.21505376344086
110,縣市立,專業群科,土木與建築群,564,0,0,4,0,0,7,2,0,1,0,0,0,0,1,2,0,0,1,0,3.19148936170213,0,0,0.709219858156028,0,0,1.24113475177305,0.354609929078014,0,0.177304964539007,0,0,0,0,0.177304964539007,0.354609929078014,0,0,0.177304964539007,0
110,縣市立,專業群科,商業與管理群,3323,1,1,4,1,0,0,4,1,12,0,7,0,2,7,12,0,1,2,6,1.83569064098706,0.0300932891965092,0.0300932891965092,0.120373156786037,0.0300932891965092,0,0,0.120373156786037,0.0300932891965092,0.36111947035811,0,0.210653024375564,0,0.0601865783930184,0.210653024375564,0.36111947035811,0,0.0300932891965092,0.0601865783930184,0.180559735179055
110,縣市立,專業群科,外語群,530,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1,1.69811320754717,0,0,0,0,0,0,0,0,0.188679245283019,0,0,0,0,0.188679245283019,0.188679245283019,0,0,0.943396226415094,0.188679245283019
110,縣市立,專業群科,設計群,1173,0,0,3,0,1,2,0,0,5,0,1,0,1,9,0,0,0,6,2,2.55754475703325,0,0,0.255754475703325,0,0.0852514919011083,0.170502983802217,0,0,0.426257459505541,0,0.0852514919011083,0,0.0852514919011083,0.767263427109974,0,0,0,0.51150895140665,0.170502983802217
110,縣市立,專業群科,農業群,282,3,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,5,7.80141843971631,1.06382978723404,0,0,0,0,0,0,0,1.06382978723404,0,0,0,0,1.41843971631206,2.4822695035461,0,0,0,1.77304964539007
110,縣市立,專業群科,食品群,120,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3.33333333333333,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,1.66666666666667
110,縣市立,專業群科,家政群,395,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,2,2.0253164556962,0,0,0,0,0,0,1.26582278481013,0,0,0,0,0,0,0,0.253164556962025,0,0,0,0.506329113924051
110,縣市立,專業群科,餐旅群,233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1.71673819742489,0,0,0,0,0,0,0,0,0.429184549356223,0,0,0,0,0,1.28755364806867,0,0,0,0
110,縣市立,專業群科,藝術群,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.85436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85436893203883
110,縣市立,專業群科,服務群,488,9,0,25,1,2,4,18,5,98,0,0,0,1,49,0,0,11,4,38,54.3032786885246,1.84426229508197,0,5.12295081967213,0.204918032786885,0.409836065573771,0.819672131147541,3.68852459016393,1.02459016393443,20.0819672131148,0,0,0,0.204918032786885,10.0409836065574,0,0,2.25409836065574,0.819672131147541,7.78688524590164
110,縣市立,綜合高中,學術群,1411,0,0,0,0,0,2,5,0,4,0,0,0,0,2,11,0,1,1,5,2.19702338766832,0,0,0,0,0,0.141743444365698,0.354358610914245,0,0.283486888731396,0,0,0,0,0.141743444365698,0.779588944011339,0,0.070871722182849,0.070871722182849,0.354358610914245
110,縣市立,綜合高中,機械群,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,綜合高中,電機與電子群,95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.10526315789474,0,0,0,0,0,0,0,0,1.05263157894737,0,0,0,1.05263157894737,0,0,0,0,0,0
110,縣市立,綜合高中,化工群,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,綜合高中,土木與建築群,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
110,縣市立,綜合高中,商業與管理群,147,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,5.4421768707483,0,0,0,0.680272108843537,0,0,0.680272108843537,0,0,0,0,0,0,0.680272108843537,0.680272108843537,0,0,0,2.72108843537415
110,縣市立,綜合高中,外語群,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
110,縣市立,綜合高中,設計群,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3.09278350515464,0,0,0,0,0,0,1.03092783505155,0,0,0,0,0,0,0,2.06185567010309,0,0,0,0
110,縣市立,綜合高中,農業群,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,綜合高中,餐旅群,83,0,0,0,0,0,0,2,0,5,0,0,0,0,0,4,0,2,0,2,18.0722891566265,0,0,0,0,0,0,2.40963855421687,0,6.02409638554217,0,0,0,0,0,4.81927710843374,0,2.40963855421687,0,2.40963855421687
110,縣市立,綜合高中,藝術群,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1111111111111
110,縣市立,綜合高中,綜合,9,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,0,88.8888888888889,0,0,0,0,0,11.1111111111111,0,11.1111111111111,0,0,0,0,0,33.3333333333333,33.3333333333333,0,0,0,0
110,縣市立,實用技能學程,機械群,56,0,0,9,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,32.1428571428571,0,0,16.0714285714286,0,0,0,1.78571428571429,1.78571428571429,8.92857142857143,0,0,0,0,0,0,0,0,1.78571428571429,1.78571428571429
110,縣市立,實用技能學程,動力機械群,34,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26.4705882352941,0,0,5.88235294117647,0,0,0,0,20.5882352941176,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,實用技能學程,電機與電子群,94,0,0,6,1,0,0,2,2,7,0,0,0,5,0,0,0,0,1,17,43.6170212765958,0,0,6.38297872340426,1.06382978723404,0,0,2.12765957446809,2.12765957446809,7.4468085106383,0,0,0,5.31914893617021,0,0,0,0,1.06382978723404,18.0851063829787
110,縣市立,實用技能學程,土木與建築群,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,實用技能學程,商業與管理群,29,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,17.2413793103448,0,0,0,0,0,0,6.89655172413793,0,3.44827586206897,0,0,0,0,0,6.89655172413793,0,0,0,0
110,縣市立,實用技能學程,設計群,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
110,縣市立,實用技能學程,食品群,16,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,50,0,0,6.25,0,0,0,0,0,25,0,0,0,6.25,0,6.25,0,6.25,0,0
110,縣市立,實用技能學程,餐旅群,39,0,0,0,0,0,0,2,0,11,0,0,0,1,0,3,0,0,0,0,43.5897435897436,0,0,0,0,0,0,5.12820512820513,0,28.2051282051282,0,0,0,2.56410256410256,0,7.69230769230769,0,0,0,0
110,縣市立,進修部,學術群,256,0,0,11,0,0,2,6,1,24,0,6,0,6,32,1,0,7,8,28,51.5625,0,0,4.296875,0,0,0.78125,2.34375,0.390625,9.375,0,2.34375,0,2.34375,12.5,0.390625,0,2.734375,3.125,10.9375
